Key|Name|SortName|Dates|SortWithDates|Role|Epoque||
franciscoguerrero|Francisco Guerrero|Guerrero, Francisco|(1528-1599)|Guerrero, Francisco (1528-1599)|Composer|Renaissance|Guerrero|Guerrero, Francisco
franciscolopezcapillas|Francisco López Capillas|Capillas, Francisco López|(c1615-1673)|Capillas, Francisco López (c1615-1673)|Composer|Baroque|Capillas|Francisco López Capillas (c1615-1673)
franciscomartins|Francisco Martins|Martins, Francisco|(c1617?-1680) ([3])|Martins, Francisco (c1617?-1680) ([3])|Composer|Baroque|Martins|Francisco Martins (c1617?-1680) ([3])
franciscotarrega|Francisco Tarrega|Tarrega, Francisco|(1852-1909)|Tarrega, Francisco (1852-1909)|Composer|Romantic|Tarrega|Tarrega, Francisco
franciscovalls|Francisco Valls|Valls, Francisco|(1665-1747)|Valls, Francisco (1665-1747)|Composer|Baroque|Valls|Francisco Valls (1665-1747)
franciscutting|Francis Cutting|Cutting, Francis|(b1595)|Cutting, Francis (b1595)|Composer|20th Century|Cutting|Cutting, Francis
francisedwardbache|Francis Edward Bache|Bache, Francis Edward|(1833-1858)|Bache, Francis Edward (1833-1858)|Composer|Romantic|Bache|Francis Edward Bache (1833-1858)
francismcbeth|Francis McBeth|McBeth, Francis|(1933-2012)|McBeth, Francis (1933-2012)|Composer|20th Century|McBeth|McBeth, Francis
francispilkington|Francis Pilkington|Pilkington, Francis|(c1570-1638)|Pilkington, Francis (c1570-1638)|Composer|Renaissance|Pilkington|Pilkington, Francis
francispoulenc|Francis Poulenc|Poulenc, Francis|(1899-1963)|Poulenc, Francis (1899-1963)|Composer|20th Century|Poulenc|Poulenc, Francis
francistregian|Francis Tregian|Tregian, Francis|(1574-1618)|Tregian, Francis (1574-1618)|Composer|Renaissance|Tregian|Tregian, Francis
franck|César Franck|Franck, César|(1822-1890)|Franck, César (1822-1890)|Composer|Romantic|Franck|
francoalfano|Franco Alfano|Alfano, Franco|(1875-1954)|Alfano, Franco (1875-1954)|Composer|Romantic|Alfano|Franco Alfano (1875-1954)
francoeur|François Francoeur|Francoeur, François|(1698-1787)|Francoeur, François (1698-1787)|Composer|Classical|Francoeur|
francoisadrienboieldieu|François-Adrien Boieldieu|Boieldieu, François-Adrien|(1775-1834)|Boieldieu, François-Adrien (1775-1834)|Composer|Classical|Boieldieu|Boieldieu, François-Adrien
francoisandredanicanphilidor|François-André Danican Philidor|Philidor, François-André Danican|(1726-1795)|Philidor, François-André Danican (1726-1795)|Composer|Classical|Philidor|François-André Danican Philidor (1726-1795)
francoisbouvard|François Bouvard|Bouvard, François|(1684-1760)|Bouvard, François (1684-1760)|Composer|Classical|Bouvard|François Bouvard (1684-1760)
francoiscampion|François Campion|Campion, François|(c1685-1747) ([19])|Campion, François (c1685-1747) ([19])|Composer|Baroque|Campion|François Campion (c1685-1747) ([19])
francoiscaroubel|Francois Caroubel|Caroubel, Francois|(1556-1615)|Caroubel, Francois (1556-1615)|Composer|Renaissance|Caroubel|Caroubel, Francois
francoiscolindeblamont|François Colin de Blamont|Blamont, François Colin de|(1690-1760)|Blamont, François Colin de (1690-1760)|Composer|Classical|Blamont|François Colin de Blamont (1690-1760)
francoiscouperin|François Couperin|Couperin, François|(1668-1733)|Couperin, François (1668-1733)|Composer|Baroque|Couperin|Couperin, François
francoisdagincourt|François d'Agincourt|d'Agincourt, François|(1684-1758)|d'Agincourt, François (1684-1758)|Composer|Classical|d'Agincourt|François d'Agincourt (1684-1758)
francoisdefossa|François de Fossa|Fossa, François de|(1775-1849)|Fossa, François de (1775-1849)|Composer|Romantic|Fossa|François de Fossa (1775-1849)
francoisdevienne|François Devienne|Devienne, François|(1759-1803)|Devienne, François (1759-1803)|Composer|Classical|Devienne|François Devienne (1759-1803)
francoisdufault|François Dufault|Dufault, François|(1604-1670)|Dufault, François (1604-1670)|Composer|Baroque|Dufault|François Dufault (1604-1670)
francoisecharlottedesenneterremenetou|Françoise-Charlotte de Senneterre Ménétou|Ménétou, Françoise-Charlotte de Senneterre|(1679-1745)|Ménétou, Françoise-Charlotte de Senneterre (1679-1745)|Composer|Baroque|Ménétou|Françoise-Charlotte de Senneterre Ménétou (1679-1745)
francoisfrancoeur|François Francoeur|Francoeur, François|(1698-1787)|Francoeur, François (1698-1787)|Composer|Classical|Francoeur|François Francoeur (1698-1787)
francoishippolytebarthelemon|François Hippolyte Barthélemon|Barthélemon, François Hippolyte|(1741-1808)|Barthélemon, François Hippolyte (1741-1808)|Composer|Classical|Barthélemon|François Hippolyte Barthélemon (1741-1808)
francoishuybrechts|François Huybrechts|Huybrechts, François|||Conductor||Huybrechts|
francoisjosephgossec|François-Joseph Gossec|Gossec, François-Joseph|(1734-1829)|Gossec, François-Joseph (1734-1829)|Composer|Classical|Gossec|François-Joseph Gossec (1734-1829)
francoisjosephnaderman|François Joseph Naderman|Naderman, François Joseph|(1781-1835)|Naderman, François Joseph (1781-1835)|Composer|Romantic|Naderman|François Joseph Naderman (1781-1835)
francoislouisperne|François-Louis Perne|Perne, François-Louis|(1772-1832)|Perne, François-Louis (1772-1832)|Composer|Romantic|Perne|François-Louis Perne (1772-1832)
francoismartin|François Martin|Martin, François|(1727-1757)|Martin, François (1727-1757)|Composer|Classical|Martin|François Martin (1727-1757)
francoisrebel|François Rebel|Rebel, François|(1701-1775)|Rebel, François (1701-1775)|Composer|Classical|Rebel|François Rebel (1701-1775)
francoisroberday|François Roberday|Roberday, François|(1624-1680)|Roberday, François (1624-1680)|Composer|Baroque|Roberday|François Roberday (1624-1680)
frankbridge|Frank Bridge|Bridge, Frank|(1879-1941)|Bridge, Frank (1879-1941)|Composer|Romantic|Bridge|Frank Bridge (1879-1941)
frankdenson|Frank Denson|Denson, Frank||Denson, Frank|Composer||Denson|Denson, Frank
frankfurtradiosymphonyorchestra|Frankfurt Radio Symphony Orchestra|Frankfurt Radio Symphony Orchestra|||Orchestra|||
frankrogers|Frank Rogers|Rogers, Frank||Rogers, Frank|Composer||Rogers|Rogers, Frank
frankschiphorst|Frank Schiphorst|Schiphorst, Frank||Schiphorst, Frank|Composer||Schiphorst|Schiphorst, Frank
frankwmeacham|Frank W. Meacham|Meacham, Frank W.|(c1850-1896)|Meacham, Frank W. (c1850-1896)|Composer|Romantic|Meacham|Meacham, Frank W.
fransbruggen|Frans Brüggen|Brüggen, Frans|||Conductor||Brüggen|
frantisekjiranek|František Jiránek|Jiránek, František|(1698-1778)|Jiránek, František (1698-1778)|Composer|Classical|Jiránek|František Jiránek (1698-1778)
frantisektůma|František Tůma|Tůma, František|(1704-1774)|Tůma, František (1704-1774)|Composer|Classical|Tůma|František Tůma (1704-1774)
frantisekxaverbrixi|František Xaver Brixi|Brixi, František Xaver|(1732-1771)|Brixi, František Xaver (1732-1771)|Composer|Classical|Brixi|František Xaver Brixi (1732-1771)
frantisekxaverdusek|František Xaver Dušek|Dušek, František Xaver|(1731-1799)|Dušek, František Xaver (1731-1799)|Composer|Classical|Dušek|František Xaver Dušek (1731-1799)
frantisekxaverpokorny|František Xaver Pokorný|Pokorný, František Xaver|(1729-1794)|Pokorný, František Xaver (1729-1794)|Composer|Classical|Pokorný|František Xaver Pokorný (1729-1794)
franzantondimmler|Franz Anton Dimmler|Dimmler, Franz Anton|(1753-1827)|Dimmler, Franz Anton (1753-1827)|Composer|Classical|Dimmler|Franz Anton Dimmler (1753-1827)
franzantonhoffmeister|Franz Anton Hoffmeister|Hoffmeister, Franz Anton|(1754-1812)|Hoffmeister, Franz Anton (1754-1812)|Composer|Classical|Hoffmeister|Franz Anton Hoffmeister (1754-1812)
franzasplmayr|Franz Asplmayr|Asplmayr, Franz|(1728-1786)|Asplmayr, Franz (1728-1786)|Composer|Classical|Asplmayr|Franz Asplmayr (1728-1786)
franzbenda|Franz Benda|Benda, Franz|(1709-1786)|Benda, Franz (1709-1786)|Composer|Classical|Benda|Franz Benda (1709-1786)
franzberwald|Franz Berwald|Berwald, Franz|(1796-1868)|Berwald, Franz (1796-1868)|Composer|Romantic|Berwald|Franz Berwald (1796-1868)
franzchristophneubauer|Franz Christoph Neubauer|Neubauer, Franz Christoph|(c1760-1795)|Neubauer, Franz Christoph (c1760-1795)|Composer|Classical|Neubauer|Franz Christoph Neubauer (c1760-1795)
franzdanzi|Franz Danzi|Danzi, Franz|(1763-1826)|Danzi, Franz (1763-1826)|Composer|Classical|Danzi|Franz Danzi (1763-1826)
franzgrill|Franz Grill|Grill, Franz|(c1756-1793)|Grill, Franz (c1756-1793)|Composer|Classical|Grill|Franz Grill (c1756-1793)
franzgruber|Franz Gruber|Gruber, Franz|(1787-1863)|Gruber, Franz (1787-1863)|Composer|Romantic|Gruber|Gruber, Franz
franzignazbeck|Franz Ignaz Beck|Beck, Franz Ignaz|(1734-1809)|Beck, Franz Ignaz (1734-1809)|Composer|Classical|Beck|Franz Ignaz Beck (1734-1809)
franzkrommer|Franz Krommer|Krommer, Franz|(1759-1831)|Krommer, Franz (1759-1831)|Composer|Classical|Krommer|Franz Krommer (1759-1831)
franzl|Ferdinand Fränzl|Fränzl, Ferdinand|(1767-1833)|Fränzl, Ferdinand (1767-1833)|Composer|Classical|Fränzl|
franzlachner|Franz Lachner|Lachner, Franz|(1803-1890)|Lachner, Franz (1803-1890)|Composer|Romantic|Lachner|Franz Lachner (1803-1890)
franzlauska|Franz Lauska|Lauska, Franz|(1764-1825)|Lauska, Franz (1764-1825)|Composer|Classical|Lauska|Franz Lauska (1764-1825)
franzlehar|Franz Lehár|Lehár, Franz|(1870-1948)|Lehár, Franz (1870-1948)|Composer|Romantic|Lehár|Franz Lehár (1870-1948)
franzliszt|Franz Liszt|Liszt, Franz|(1811-1886)|Liszt, Franz (1811-1886)|Composer|Romantic|Liszt|Liszt, Franz
franzlisztchamberorchestra|Franz Liszt Chamber Orchestra|Franz Liszt Chamber Orchestra|||Orchestra|||
franznikolausnovotny|Franz Nikolaus Novotny|Novotny, Franz Nikolaus|(1743-1773)|Novotny, Franz Nikolaus (1743-1773)|Composer|Classical|Novotny|Franz Nikolaus Novotny (1743-1773)
franzreiter|Franz Reiter|Reiter, Franz||Reiter, Franz|Composer||Reiter|Reiter, Franz
franzschmidt|Franz Schmidt|Schmidt, Franz|(1874-1939)|Schmidt, Franz (1874-1939)|Composer|Romantic|Schmidt|Franz Schmidt (1874-1939)
franzschreker|Franz Schreker|Schreker, Franz|(1878-1934)|Schreker, Franz (1878-1934)|Composer|Romantic|Schreker|Franz Schreker (1878-1934)
franzschubert|Franz Schubert|Schubert, Franz|(1797-1828)|Schubert, Franz (1797-1828)|Composer|Romantic|Schubert|Schubert, Franz
franzstigler|Franz Stigler|Stigler, Franz||Stigler, Franz|Composer||Stigler|Stigler, Franz
franztausch|Franz Tausch|Tausch, Franz|(1762-1817)|Tausch, Franz (1762-1817)|Composer|Classical|Tausch|Franz Tausch (1762-1817)
franztunder|Franz Tunder|Tunder, Franz|(1614-1667)|Tunder, Franz (1614-1667)|Composer|Baroque|Tunder|Franz Tunder (1614-1667)
franzvonlichten|Franz Vonlichten|Vonlichten, Franz||Vonlichten, Franz|Composer||Vonlichten|Vonlichten, Franz
franzvonsuppe|Franz von Suppé|Suppé, Franz von|(1819-1895)|Suppé, Franz von (1819-1895)|Composer|Romantic|Suppé|Franz von Suppé (1819-1895)
franzwatz|Franz Watz|Watz, Franz||Watz, Franz|Composer||Watz|Watz, Franz
franzxavergruber|Franz Xaver Gruber|Gruber, Franz Xaver|(1787-1863)|Gruber, Franz Xaver (1787-1863)|Composer|Romantic|Gruber|Franz Xaver Gruber (1787-1863)
franzxaverhammer|Franz Xaver Hammer|Hammer, Franz Xaver|(1741-1817)|Hammer, Franz Xaver (1741-1817)|Composer|Classical|Hammer|Franz Xaver Hammer (1741-1817)
franzxavermozart|Franz Xaver Mozart|Mozart, Franz Xaver|(1791-1844)|Mozart, Franz Xaver (1791-1844)|Composer|Romantic|Mozart|Franz Xaver Mozart (1791-1844)
franzxavermurschhauser|Franz Xaver Murschhauser|Murschhauser, Franz Xaver|(1663-1738)|Murschhauser, Franz Xaver (1663-1738)|Composer|Baroque|Murschhauser|Franz Xaver Murschhauser (1663-1738)
franzxaverrichter|Franz Xaver Richter|Richter, Franz Xaver|(1709-1789)|Richter, Franz Xaver (1709-1789)|Composer|Classical|Richter|Franz Xaver Richter (1709-1789)
franzxaversussmayr|Franz Xaver Süssmayr|Süssmayr, Franz Xaver|(1766-1803)|Süssmayr, Franz Xaver (1766-1803)|Composer|Classical|Süssmayr|Franz Xaver Süssmayr (1766-1803)
franzxaverwolfgangmozart|Franz Xaver Wolfgang Mozart|Mozart, Franz Xaver Wolfgang|(1791-1844)|Mozart, Franz Xaver Wolfgang (1791-1844)|Composer|Romantic|Mozart|Franz Xaver Wolfgang Mozart (1791-1844)
freddiemercury|Freddie Mercury|Mercury, Freddie||Mercury, Freddie|Composer||Mercury|Mercury, Freddie
fredericblasiusor matthausblasius|Frédéric Blasius, or Matthäus Blasius|Blasius, Frédéric Blasius, or Matthäus|(1758-1829)|Blasius, Frédéric Blasius, or Matthäus (1758-1829)|Composer|Classical|Blasius|Frédéric Blasius, or Matthäus Blasius (1758-1829)
fredericchopin|Frédéric Chopin|Chopin, Frédéric|(1810-1849)|Chopin, Frédéric (1810-1849)|Composer|Romantic|Chopin|Chopin, Frédéric
fredericernestfesca|Frederic Ernest Fesca|Fesca, Frederic Ernest|(1789-1826)|Fesca, Frederic Ernest (1789-1826)|Composer|Romantic|Fesca|Frederic Ernest Fesca (1789-1826)
frederichand|Frederic Hand|Hand, Frederic|(c1947)|Hand, Frederic (c1947)|Composer|20th Century|Hand|Hand, Frederic
frederichcowen|Frederic H. Cowen|Cowen, Frederic H.|(1852-1935)|Cowen, Frederic H. (1852-1935)|Composer|Romantic|Cowen|Cowen, Frederic H.
frederickdelius|Frederick Delius|Delius, Frederick|(1862-1934)|Delius, Frederick (1862-1934)|Composer|Romantic|Delius|Delius, Frederick
frederickfennell|Frederick Fennell|Fennell, Frederick|||Conductor||Fennell|
frederickthegreat|Frederick the Great|Great, Frederick the|(1712-1786)|Great, Frederick the (1712-1786)|Composer|Classical|Great|Frederick the Great (1712-1786)
fredrikakesson|Fredrik Åkesson|Åkesson, Fredrik||Åkesson, Fredrik|Composer||Åkesson|Åkesson, Fredrik
freeman|Harry Lawrence Freeman|Freeman, Harry Lawrence|(1869-1954)|Freeman, Harry Lawrence (1869-1954)|Composer|Romantic|Freeman|
freiburgeraugustinerbriever|Freiburger Augustinerbriever|Augustinerbriever, Freiburger|(fl1300s)|Augustinerbriever, Freiburger (fl1300s)|Composer|Medieval|Augustinerbriever|Augustinerbriever, Freiburger
freithoff|Johan Henrik Freithoff|Freithoff, Johan Henrik|(1713-1767)|Freithoff, Johan Henrik (1713-1767)|Composer|Classical|Freithoff|
frescobaldi|Girolamo Frescobaldi|Frescobaldi, Girolamo|(1583-1643)|Frescobaldi, Girolamo (1583-1643)|Composer|Renaissance|Frescobaldi|
friderici|Daniel Friderici|Friderici, Daniel|(1584-1638)|Friderici, Daniel (1584-1638)|Composer|Baroque|Friderici|
fridzeri|Alexandro Marie Antoin Fridzeri|Fridzeri, Alexandro Marie Antoin|(1741-1819)|Fridzeri, Alexandro Marie Antoin (1741-1819)|Composer|Classical|Fridzeri|
friederich|G.W.E. Friederich|Friederich, G.W.E.|(1821-1885)|Friederich, G.W.E. (1821-1885)|Composer|Romantic|Friederich|
friedrichbaumfelder|Friedrich Baumfelder|Baumfelder, Friedrich|(1836-1916)|Baumfelder, Friedrich (1836-1916)|Composer|Romantic|Baumfelder|Friedrich Baumfelder (1836-1916)
friedrichdotzauer|Friedrich Dotzauer|Dotzauer, Friedrich|(1783-1860)|Dotzauer, Friedrich (1783-1860)|Composer|Romantic|Dotzauer|Friedrich Dotzauer (1783-1860)
friedrichernstfesca|Friedrich Ernst Fesca|Fesca, Friedrich Ernst|(1789-1826)|Fesca, Friedrich Ernst (1789-1826)|Composer|Romantic|Fesca|Friedrich Ernst Fesca (1789-1826)
friedrichfranzhurka [de]|Friedrich Franz Hurka [de]|Hurka [de], Friedrich Franz|(1762-1805)|Hurka [de], Friedrich Franz (1762-1805)|Composer|Classical|Hurka [de]|Friedrich Franz Hurka [de] (1762-1805)
friedrichfuncke|Friedrich Funcke|Funcke, Friedrich|(1642-1699)|Funcke, Friedrich (1642-1699)|Composer|Baroque|Funcke|Friedrich Funcke (1642-1699)
friedrichgottliebklingenberg|Friedrich Gottlieb Klingenberg|Klingenberg, Friedrich Gottlieb|(c1660?-1720) ([12])|Klingenberg, Friedrich Gottlieb (c1660?-1720) ([12])|Composer|Baroque|Klingenberg|Friedrich Gottlieb Klingenberg (c1660?-1720) ([12])
friedrichhartmanngraf|Friedrich Hartmann Graf|Graf, Friedrich Hartmann|(1727-1795)|Graf, Friedrich Hartmann (1727-1795)|Composer|Classical|Graf|Friedrich Hartmann Graf (1727-1795)
friedrichheinrichhimmel|Friedrich Heinrich Himmel|Himmel, Friedrich Heinrich|(1765-1814)|Himmel, Friedrich Heinrich (1765-1814)|Composer|Classical|Himmel|Friedrich Heinrich Himmel (1765-1814)
friedrichkuhlau|Friedrich Kuhlau|Kuhlau, Friedrich|(1786-1832)|Kuhlau, Friedrich (1786-1832)|Composer|Romantic|Kuhlau|Friedrich Kuhlau (1786-1832)
friedrichludwigaemiliuskunzen|Friedrich Ludwig Aemilius Kunzen|Kunzen, Friedrich Ludwig Aemilius|(1761-1817)|Kunzen, Friedrich Ludwig Aemilius (1761-1817)|Composer|Classical|Kunzen|Friedrich Ludwig Aemilius Kunzen (1761-1817)
friedrichnietzsche|Friedrich Nietzsche|Nietzsche, Friedrich|(1844-1900)|Nietzsche, Friedrich (1844-1900)|Composer|Romantic|Nietzsche|Friedrich Nietzsche (1844-1900)
friedrichschwindl [de]|Friedrich Schwindl [de]|Schwindl [de], Friedrich|(1737-1786)|Schwindl [de], Friedrich (1737-1786)|Composer|Classical|Schwindl [de]|Friedrich Schwindl [de] (1737-1786)
friedrichvonflotow|Friedrich von Flotow|Flotow, Friedrich von|(1812-1883)|Flotow, Friedrich von (1812-1883)|Composer|Romantic|Flotow|Friedrich von Flotow (1812-1883)
friedrichwilhelmzachauor zachow|Friedrich Wilhelm Zachau, or Zachow|or Zachow, Friedrich Wilhelm Zachau,|(1663-1712)|or Zachow, Friedrich Wilhelm Zachau, (1663-1712)|Composer|Baroque|or Zachow|Friedrich Wilhelm Zachau, or Zachow (1663-1712)
friedrichwitt|Friedrich Witt|Witt, Friedrich|(1770-1836)|Witt, Friedrich (1770-1836)|Composer|Romantic|Witt|Friedrich Witt (1770-1836)
fritzkreisler|Fritz Kreisler|Kreisler, Fritz|(1875-1962)|Kreisler, Fritz (1875-1962)|Composer|20th Century|Kreisler|Kreisler, Fritz
fritzreiner|Fritz Reiner|Reiner, Fritz|||Conductor||Reiner|
froberger|Johann Jakob Froberger|Froberger, Johann Jakob|(1616-1667)|Froberger, Johann Jakob (1616-1667)|Composer|Baroque|Froberger|
frodefjellheim|Frode Fjellheim|Fjellheim, Frode|(b1959)|Fjellheim, Frode (b1959)|Composer|20th Century|Fjellheim|Fjellheim, Frode
fromentalhalevy|Fromental Halévy|Halévy, Fromental|(1799-1862)|Halévy, Fromental (1799-1862)|Composer|Romantic|Halévy|Fromental Halévy (1799-1862)
froom|David Froom|Froom, David|(b1951)|Froom, David (b1951)|Composer|20th Century|Froom|
frozencastpitorchestra|Frozen Cast Pit Orchestra|Frozen Cast Pit Orchestra|||Orchestra|||
frye|Walter Frye|Frye, Walter|(d. 1474?)|Frye, Walter (d. 1474?)|Composer|Renaissance|Frye|
fuchs|Johann Nepomuk Fuchs|Fuchs, Johann Nepomuk|(1842-1899)|Fuchs, Johann Nepomuk (1842-1899)|Composer|Romantic|Fuchs|
fuchs [de]|Georg Friedrich Fuchs [de]|Fuchs [de], Georg Friedrich|(1752-1821)|Fuchs [de], Georg Friedrich (1752-1821)|Composer|Classical|Fuchs [de]|
fučik|Julius Fučik|Fučik, Julius|(1872-1916)|Fučik, Julius (1872-1916)|Composer|Romantic|Fučik|
fuenllana|Miguel De Fuenllana|De Fuenllana, Miguel|(c1500-1579)|De Fuenllana, Miguel (c1500-1579)|Composer|Renaissance|Fuenllana|
funck|David Funck|Funck, David|(1648?-after 1690) ([5])|Funck, David (1648?-after 1690) ([5])|Composer|Baroque|Funck|
funcke|Friedrich Funcke|Funcke, Friedrich|(1642-1699)|Funcke, Friedrich (1642-1699)|Composer|Baroque|Funcke|
furchheim|Johann Wilhelm Furchheim|Furchheim, Johann Wilhelm|(c1635-1682)|Furchheim, Johann Wilhelm (c1635-1682)|Composer|Baroque|Furchheim|
fux|Johann Joseph Fux|Fux, Johann Joseph|(1660-1741)|Fux, Johann Joseph (1660-1741)|Composer|Baroque|Fux|
gabrieldiazbesson|Gabriel Díaz Bessón|Bessón, Gabriel Díaz|(1590-1638)|Bessón, Gabriel Díaz (1590-1638)|Composer|Baroque|Bessón|Bessón, Gabriel Díaz
gabrieldupont|Gabriel Dupont|Dupont, Gabriel|(1878-1914)|Dupont, Gabriel (1878-1914)|Composer|Romantic|Dupont|Gabriel Dupont (1878-1914)
gabrielevillani|Gabriele Villani|Villani, Gabriele|(1555-1625)|Villani, Gabriele (1555-1625)|Composer|Baroque|Villani|Gabriele Villani (1555-1625)
gabrielfaure|Gabriel Fauré|Fauré, Gabriel|(1845-1924)|Fauré, Gabriel (1845-1924)|Composer|Romantic|Fauré|Fauré, Gabriel
gabrieli|Andrea Gabrieli|Gabrieli, Andrea|(1510-1586)|Gabrieli, Andrea (1510-1586)|Composer|Renaissance|Gabrieli|
gabrieliplayers|Gabrieli Players|Gabrieli Players|||Orchestra|||
gabrielli|Domenico Gabrielli|Gabrielli, Domenico|(1651/1659-1690)|Gabrielli, Domenico (1651/1659-1690)|Composer|Baroque|Gabrielli|
gabrielmekler|Gabriel Mekler|Mekler, Gabriel||Mekler, Gabriel|Composer||Mekler|Mekler, Gabriel
gabrielpierne|Gabriel Pierné|Pierné, Gabriel|(1863-1937)|Pierné, Gabriel (1863-1937)|Composer|Romantic|Pierné|Gabriel Pierné (1863-1937)
gade|Niels Gade|Gade, Niels|(1817-1890)|Gade, Niels (1817-1890)|Composer|Romantic|Gade|
gaetanobrunetti|Gaetano Brunetti|Brunetti, Gaetano|(1744-1798)|Brunetti, Gaetano (1744-1798)|Composer|Classical|Brunetti|Gaetano Brunetti (1744-1798)
